ID_TRX;ID_Banco;ID_Marca_Tarjeta;ID_Categoria;Importe_Operacion;Moneda;Cantidad_Cuotas;Fecha_Operacion;Número de tarjeta;Modalidad;Fecha_Presentación_Cupón;Rubro_Establecimiento;Provincia_Consumidor;Provincia_Comercio;Observada_BCRA;Sexo;Ingresos_Usuario;Edad
432;Hipotecario;Visa;Signature Black;358624;Pesos;6;11/10/2022;6,80414E+15;MODO;17/10/2022;Empresas de mantenimiento y reparación de edificios;Buenos Aires;Tierra del Fuego;0;Masculino;477317;31
433;Galicia;Visa;Corporate;357711;Pesos;1;17/3/2022;5,1145E+15;QR;18/3/2022;Empresas de construcción;Salta;Salta;0;Masculino;512672;26
434;Macro;Visa;Business;585775;Pesos;3;14/6/2022;6,85488E+15;Mercado Pago;18/6/2022;Venta de indumentaria y accesorios;Salta;Formosa;0;Masculino;852742;28
435;Santander;Visa;Nacional;66370;Pesos;1;11/11/2022;5,06957E+15;Presencial;15/11/2022;Venta de calzado;San Juan;Jujuy;0;Masculino;656501;28
436;Credicoop;Visa;Internacional;558598;Pesos;12;2/10/2022;5,54297E+15;Venta Teléfonica;8/10/2022;Venta de artículos deportivos;Catamarca;Chubut;0;Masculino;778631;29
437;Supervielle;Visa;Gold;950442;Pesos;3;19/9/2022;5,21153E+15;Débito Automático;23/9/2022;Showrooms;Formosa;Santa Fe;0;Masculino;546731;32
438;HSBC;Visa;Platinum;862879;Pesos;6;5/2/2022;6,64615E+15;E Commerce;9/2/2022;Ferreterías y Cerrajerías;Salta;Santiago del Estero;0;Masculino;692254;26
439;Itaú;Visa;Signature Black;418322;Pesos;3;10/3/2022;6,31381E+15;MODO;11/3/2022;Venta de relojería y joyería;Chaco;Entre Ríos;0;Masculino;510809;31
440;Columbia;Visa;Corporate;551751;Dólares;3;15/10/2022;6,72597E+15;QR;19/10/2022;Venta de artículos de perfumería y tocador;CABA;Misiones;1;Masculino;274185;34
441;BBVA;Visa;Business;419266;Pesos;3;25/8/2022;5,16899E+15;Mercado Pago;29/8/2022;Ópticas y casas de artículos de fotografía;Río Negro;Jujuy;0;Masculino;416185;26
442;Comafi;Visa;Nacional;455462;Pesos;3;6/6/2022;5,91257E+15;Presencial;11/6/2022;Ventas y servicio técnico de Celulares e Informática;Buenos Aires;Chaco;0;Masculino;692361;28
443;Patagonia;Visa;Internacional;519906;Pesos;3;10/3/2022;5,67405E+15;Venta Teléfonica;12/3/2022;Local de venta de materialeles de construcción;San Juan;Jujuy;0;Masculino;520408;27
444;Hipotecario;Visa;Gold;9722;Pesos;3;11/7/2022;5,04619E+15;Débito Automático;18/7/2022;Pinturerías;San Luis;Misiones;0;Masculino;209857;30
445;Galicia;Visa;Platinum;770868;Pesos;6;20/6/2022;4,86975E+15;E Commerce;23/6/2022;Local de venta de artículos para el hogar / Bazar;Jujuy;Río Negro;0;Masculino;385455;27
446;Macro;Visa;Signature Black;616561;Pesos;1;17/8/2022;6,2985E+15;MODO;18/8/2022;Regalerías;Buenos Aires;CABA;0;Masculino;435140;28
447;Santander;Visa;Corporate;399930;Pesos;6;24/3/2022;6,86839E+15;QR;28/3/2022;Jugueterías;Río Negro;La Pampa;0;Masculino;585768;28
448;Credicoop;Visa;Business;739517;Pesos;3;1/1/2022;6,59948E+15;Mercado Pago;7/1/2022;Librerías;Formosa;Santa Fe;0;Masculino;802035;31
449;Supervielle;Visa;Nacional;603126;Pesos;12;13/6/2022;4,22842E+15;Presencial;16/6/2022;Local de venta de artículos de decoración y objetos de arte;Santa Fe;La Pampa;0;Masculino;366529;34
450;HSBC;Visa;Internacional;778184;Pesos;6;11/10/2022;5,02097E+15;Venta Teléfonica;12/10/2022;Mueblerías;Formosa;Santiago del Estero;0;Masculino;123939;33
451;Itaú;Visa;Gold;244582;Dólares;6;26/9/2022;6,27699E+15;Débito Automático;29/9/2022;Venta de equipamiento comercial y de servicios;Salta;San Luis;1;Masculino;124940;29
452;Columbia;Visa;Platinum;88705;Pesos;1;24/7/2022;4,5855E+15;E Commerce;26/7/2022;Local de venta de electrodomésticos;Córdoba;Tierra del Fuego;0;Masculino;621125;30
453;BBVA;Visa;Signature Black;721918;Pesos;6;2/7/2022;6,44758E+15;MODO;7/7/2022;Otros rubros;Tierra del Fuego;San Juan;0;Masculino;413785;27
454;Comafi;Visa;Corporate;1729;Pesos;3;20/7/2022;5,85987E+15;QR;23/7/2022;Peluquerías y barberías;Misiones;Santa Fe;0;Masculino;462873;28
455;Patagonia;Visa;Business;904120;Pesos;6;23/10/2022;6,93519E+15;Mercado Pago;29/10/2022;Talleres mecánicos;Chaco;Río Negro;0;Masculino;332739;27
456;Hipotecario;Visa;Nacional;763690;Pesos;6;15/10/2022;6,25983E+15;Presencial;16/10/2022;Local de venta de repuestos para automotores;San Juan;Chaco;0;Masculino;569576;33
457;Galicia;Visa;Internacional;705771;Pesos;6;2/9/2022;5,77382E+15;Venta Teléfonica;6/9/2022;Talleres textiles;Santa Fe;Jujuy;0;Masculino;133873;31
458;Macro;Visa;Gold;326931;Pesos;6;6/9/2022;5,06453E+15;Débito Automático;10/9/2022;Servicio técnico de celulares;La Pampa;Santiago del Estero;0;Masculino;79771;33
459;Santander;Visa;Platinum;291134;Pesos;12;4/3/2022;5,10815E+15;E Commerce;11/3/2022;Servicio técnico de artículos del hogar;Chaco;CABA;0;Masculino;305252;28
460;Credicoop;Visa;Signature Black;175181;Pesos;1;17/7/2022;5,51094E+15;MODO;22/7/2022;Bicicleterías;Corrientes;Mendoza;0;Masculino;89915;32
461;Supervielle;Visa;Corporate;628779;Pesos;1;18/4/2022;4,67486E+15;QR;21/4/2022;Local de perforación y tatuajes;Entre Ríos;Chubut;0;Masculino;702961;29
462;HSBC;Visa;Business;500380;Dólares;3;13/11/2022;4,33038E+15;Mercado Pago;16/11/2022;Salones de estética;Chubut;Santiago del Estero;1;Masculino;498465;32
463;Itaú;Visa;Nacional;330137;Pesos;12;25/1/2022;6,27604E+15;Presencial;1/2/2022;Consultorios y Centros médicos;Mendoza;Formosa;0;Masculino;656986;33
464;Columbia;Visa;Internacional;442754;Pesos;1;31/5/2022;6,73186E+15;Venta Teléfonica;5/6/2022;Gimnasios / Centros de entrenamiento;La Pampa;Catamarca;0;Masculino;93228;34
465;BBVA;Visa;Gold;451536;Pesos;6;16/1/2022;5,01652E+15;Débito Automático;17/1/2022;Bares;Salta;Córdoba;0;Masculino;494838;31
466;Comafi;Visa;Platinum;169388;Pesos;6;14/3/2022;6,10611E+15;E Commerce;15/3/2022;Cervecerías artesanales;San Luis;Chaco;0;Masculino;294946;27
467;Patagonia;Visa;Signature Black;458496;Pesos;6;8/12/2022;4,28309E+15;MODO;13/12/2022;Casas de comidas;Corrientes;Catamarca;0;Masculino;849587;28
468;Hipotecario;Visa;Corporate;579100;Pesos;6;28/12/2022;6,7018E+15;QR;31/12/2022;Rotiserías;Santa Fe;Jujuy;0;Masculino;231319;32
469;Galicia;Visa;Business;577793;Pesos;12;14/2/2022;5,74825E+15;Mercado Pago;21/2/2022;Casas de comida por peso;San Juan;Jujuy;0;Masculino;328301;30
470;Macro;Visa;Nacional;574905;Pesos;1;27/5/2022;6,38491E+15;Presencial;3/6/2022;Cafeterías;Entre Ríos;La Rioja;0;Masculino;269133;31
471;Santander;Visa;Internacional;562533;Pesos;6;1/2/2022;4,34093E+15;Venta Teléfonica;5/2/2022;Restaurantes;Córdoba;Chaco;0;Masculino;792893;33
472;Credicoop;Visa;Gold;249465;Pesos;12;13/8/2022;4,75637E+15;Débito Automático;15/8/2022;Hamburgueserías;Neuquén;Jujuy;0;Masculino;706432;30
473;Supervielle;Visa;Platinum;997688;Dólares;6;6/1/2022;6,02348E+15;E Commerce;9/1/2022;Pizzerías;Santa Cruz;La Rioja;1;Masculino;385357;33
474;HSBC;Visa;Signature Black;280093;Pesos;12;17/6/2022;5,93352E+15;MODO;19/6/2022;Casas de empanadas;Mendoza;Corrientes;0;Masculino;456859;31
475;Itaú;Visa;Corporate;982046;Pesos;6;30/12/2022;5,39253E+15;QR;5/1/2023;Almacenes o Fiambrerías;Chubut;Mendoza;0;Masculino;150998;32
476;Columbia;Visa;Business;825298;Pesos;6;1/8/2022;5,85811E+15;Mercado Pago;3/8/2022;Dietéticas o Tiendas naturistas;Buenos Aires;Córdoba;0;Masculino;445470;27
477;BBVA;Visa;Nacional;389513;Pesos;6;4/9/2022;6,7447E+15;Presencial;8/9/2022;Verdulerías y Fruterías;Neuquén;Entre Ríos;0;Masculino;437895;28
478;Comafi;Visa;Internacional;394521;Pesos;1;18/4/2022;6,01796E+15;Venta Teléfonica;21/4/2022;Carnicerías;Entre Ríos;Tierra del Fuego;0;Masculino;591543;29
479;Patagonia;Visa;Gold;118388;Pesos;3;13/8/2022;6,50518E+15;Débito Automático;15/8/2022;Granjas o Pollerías;La Pampa;Chubut;0;Masculino;833981;31
480;Hipotecario;Visa;Platinum;247448;Pesos;1;27/1/2022;5,9423E+15;E Commerce;31/1/2022;Kioskos;San Juan;Salta;0;Masculino;481450;27
481;Galicia;Visa;Signature Black;37899;Pesos;1;1/1/2022;5,8297E+15;MODO;7/1/2022;Agencias de Turismo;Tierra del Fuego;Santiago del Estero;0;Masculino;581374;28
482;Macro;Visa;Corporate;30717;Pesos;12;1/11/2022;6,12792E+15;QR;6/11/2022;Inmobiliarias;La Rioja;Santa Fe;0;Masculino;803949;31
483;Santander;Visa;Business;872294;Pesos;3;26/3/2022;5,39978E+15;Mercado Pago;29/3/2022;Estudios profesionales;Mendoza;Santa Fe;0;Masculino;713573;33
484;Credicoop;Visa;Nacional;521911;Dólares;3;27/1/2022;4,60382E+15;Presencial;3/2/2022;Estudios contables;Misiones;Buenos Aires;1;Masculino;457753;30
485;Supervielle;Visa;Internacional;793505;Pesos;12;20/4/2022;6,29993E+15;Venta Teléfonica;25/4/2022;Estudios jurídicos;Misiones;Chubut;0;Masculino;196908;33
486;HSBC;Visa;Gold;399704;Pesos;3;27/9/2022;6,79435E+15;Débito Automático;29/9/2022;Empresas de servicios;Río Negro;Santa Cruz;0;Masculino;654169;27
487;Itaú;Visa;Platinum;409095;Pesos;3;1/9/2022;5,09222E+15;E Commerce;8/9/2022;Empresas de limpieza de edificios;Chaco;San Juan;0;Masculino;866300;30
488;Columbia;Visa;Signature Black;534473;Pesos;6;26/2/2022;6,25177E+15;MODO;4/3/2022;Empresas de fumigación / desinfección;Mendoza;La Rioja;0;Masculino;575575;26
489;BBVA;Visa;Corporate;825861;Pesos;6;2/5/2022;4,15132E+15;QR;9/5/2022;Empresas de limpieza de tanques;Río Negro;Santa Fe;0;Masculino;129638;30
490;Comafi;Visa;Business;301127;Pesos;3;26/6/2022;4,2046E+15;Mercado Pago;1/7/2022;Empresas de mantenimiento y reparación de edificios;Catamarca;La Rioja;0;Masculino;844384;32
491;Patagonia;Visa;Nacional;343933;Pesos;12;29/10/2022;5,66411E+15;Presencial;31/10/2022;Empresas de construcción;Buenos Aires;Tierra del Fuego;0;Masculino;178013;32
492;Hipotecario;Visa;Internacional;72175;Pesos;1;3/1/2022;6,63633E+15;Venta Teléfonica;8/1/2022;Venta de indumentaria y accesorios;Río Negro;San Juan;0;Masculino;163923;30
493;Galicia;Visa;Gold;334653;Pesos;1;26/6/2022;6,36735E+15;Débito Automático;28/6/2022;Venta de calzado;San Luis;Salta;0;Masculino;792088;27
494;Macro;Visa;Platinum;460136;Pesos;6;2/6/2022;4,98199E+15;E Commerce;7/6/2022;Venta de artículos deportivos;Jujuy;Neuquén;0;Masculino;801814;26
495;Santander;Visa;Signature Black;99922;Dólares;1;7/2/2022;5,95811E+15;MODO;14/2/2022;Showrooms;Jujuy;Formosa;1;Masculino;694284;26
496;Credicoop;Visa;Corporate;298106;Pesos;1;27/10/2022;5,69313E+15;QR;31/10/2022;Ferreterías y Cerrajerías;Entre Ríos;Entre Ríos;0;Masculino;138046;30
497;Supervielle;Visa;Business;155017;Pesos;1;12/5/2022;4,32542E+15;Mercado Pago;16/5/2022;Venta de relojería y joyería;Buenos Aires;Catamarca;0;Masculino;310351;27
498;HSBC;Visa;Nacional;938797;Pesos;6;20/1/2022;4,99707E+15;Presencial;23/1/2022;Venta de artículos de perfumería y tocador;Formosa;Córdoba;0;Masculino;142806;26
499;Itaú;Visa;Internacional;963843;Pesos;1;4/10/2022;4,31833E+15;Venta Teléfonica;8/10/2022;Ópticas y casas de artículos de fotografía;Chubut;Santa Fe;0;Masculino;331211;29
500;Columbia;Visa;Gold;104932;Pesos;6;5/1/2022;4,62961E+15;Débito Automático;9/1/2022;Ventas y servicio técnico de Celulares e Informática;Mendoza;Tierra del Fuego;0;Masculino;851312;30
501;BBVA;Visa;Platinum;301119;Pesos;12;2/2/2022;5,70107E+15;E Commerce;5/2/2022;Local de venta de materialeles de construcción;Córdoba;Córdoba;0;Masculino;219607;29
502;Comafi;Visa;Signature Black;688753;Pesos;6;1/11/2022;4,732E+15;MODO;7/11/2022;Pinturerías;Chubut;Entre Ríos;0;Masculino;531791;34
503;Patagonia;Visa;Corporate;354347;Pesos;6;9/8/2022;6,04434E+15;QR;11/8/2022;Local de venta de artículos para el hogar / Bazar;San Juan;San Juan;0;Masculino;372165;27
504;Hipotecario;Visa;Business;187466;Pesos;3;8/3/2022;6,96759E+15;Mercado Pago;9/3/2022;Regalerías;Santiago del Estero;San Luis;0;Masculino;677158;32
505;Galicia;Visa;Nacional;260711;Pesos;12;17/4/2022;4,23946E+15;Presencial;19/4/2022;Jugueterías;Tierra del Fuego;Santa Fe;0;Masculino;296957;27
506;Macro;Visa;Internacional;180399;Dólares;1;14/7/2022;6,15203E+15;Venta Teléfonica;21/7/2022;Librerías;Santa Cruz;Córdoba;1;Masculino;289143;29
507;Santander;Visa;Gold;862801;Pesos;6;4/8/2022;4,82843E+15;Débito Automático;10/8/2022;Local de venta de artículos de decoración y objetos de arte;Tierra del Fuego;La Rioja;0;Masculino;832783;33
508;Credicoop;Visa;Platinum;934500;Pesos;6;24/9/2022;5,13495E+15;E Commerce;25/9/2022;Mueblerías;Catamarca;Jujuy;0;Masculino;574827;32
509;Supervielle;Visa;Signature Black;773692;Pesos;6;7/9/2022;5,26139E+15;MODO;12/9/2022;Venta de equipamiento comercial y de servicios;Tierra del Fuego;Misiones;0;Masculino;87348;34
510;HSBC;Visa;Corporate;962212;Pesos;3;22/8/2022;5,12032E+15;QR;29/8/2022;Local de venta de electrodomésticos;Entre Ríos;Catamarca;0;Masculino;196650;34
511;Itaú;Visa;Business;676428;Pesos;12;18/8/2022;6,94627E+15;Mercado Pago;19/8/2022;Otros rubros;Chubut;Jujuy;0;Masculino;582731;30
512;Columbia;Visa;Nacional;187348;Pesos;1;21/1/2022;6,96058E+15;Presencial;23/1/2022;Peluquerías y barberías;Catamarca;Salta;0;Masculino;87953;33
513;BBVA;Visa;Internacional;158766;Pesos;6;12/11/2022;6,758E+15;Venta Teléfonica;17/11/2022;Talleres mecánicos;Entre Ríos;Entre Ríos;0;Masculino;440341;29
514;Comafi;Visa;Gold;290377;Pesos;1;10/8/2022;5,82275E+15;Débito Automático;16/8/2022;Local de venta de repuestos para automotores;Buenos Aires;Córdoba;0;Masculino;841800;30
515;Patagonia;Visa;Platinum;380970;Pesos;1;25/7/2022;5,27864E+15;E Commerce;28/7/2022;Talleres textiles;San Luis;Santa Fe;0;Masculino;749233;26
516;Hipotecario;Visa;Signature Black;378684;Pesos;1;13/1/2022;6,2791E+15;MODO;19/1/2022;Servicio técnico de celulares;Santa Cruz;Misiones;0;Masculino;631793;29
517;Galicia;Visa;Corporate;899610;Dólares;6;1/7/2022;4,57684E+15;QR;3/7/2022;Servicio técnico de artículos del hogar;La Rioja;Misiones;1;Masculino;709441;33
518;Macro;Visa;Business;467887;Pesos;6;23/12/2022;6,5412E+15;Mercado Pago;28/12/2022;Bicicleterías;Jujuy;Santa Cruz;0;Masculino;184510;31
519;Santander;Visa;Nacional;244900;Pesos;6;19/12/2022;5,30775E+15;Presencial;26/12/2022;Local de perforación y tatuajes;Santa Cruz;Río Negro;0;Masculino;188496;30
520;Credicoop;Visa;Internacional;1500000;Pesos;3;3/12/2022;4,68129E+15;Venta Teléfonica;5/12/2022;Salones de estética;La Pampa;Buenos Aires;0;Femenino;758678;32
521;Supervielle;Visa;Gold;1750000;Pesos;1;3/12/2022;4,8009E+15;Débito Automático;8/12/2022;Consultorios y Centros médicos;Neuquén;San Juan;0;Femenino;774383;28
522;HSBC;Visa;Platinum;249311;Pesos;6;13/4/2022;6,43459E+15;E Commerce;14/4/2022;Gimnasios / Centros de entrenamiento;Misiones;La Pampa;0;Masculino;664953;33
523;Itaú;Visa;Signature Black;458191;Pesos;6;18/2/2022;6,64697E+15;MODO;21/2/2022;Bares;Salta;Chubut;0;Masculino;378512;27
524;Columbia;Visa;Corporate;2000000;Pesos;6;4/10/2022;4,18264E+15;QR;10/10/2022;Cervecerías artesanales;Neuquén;CABA;0;Femenino;592397;26
525;BBVA;Visa;Business;824671;Pesos;1;17/10/2022;5,67952E+15;Mercado Pago;21/10/2022;Casas de comidas;Chubut;Neuquén;0;Masculino;667295;27
526;Comafi;Visa;Nacional;534400;Pesos;12;14/11/2022;6,99086E+15;Presencial;15/11/2022;Rotiserías;Mendoza;Santiago del Estero;0;Masculino;444869;30
527;Patagonia;Visa;Internacional;356115;Pesos;1;30/6/2022;6,69672E+15;Venta Teléfonica;5/7/2022;Casas de comida por peso;Formosa;Entre Ríos;0;Masculino;218473;26
528;Hipotecario;Visa;Gold;2225000;Dólares;6;20/8/2022;4,58988E+15;Débito Automático;23/8/2022;Cafeterías;Entre Ríos;San Luis;1;Femenino;529835;32
529;Galicia;Visa;Platinum;2500000;Pesos;1;22/3/2022;6,38007E+15;E Commerce;25/3/2022;Restaurantes;CABA;Mendoza;0;Femenino;375249;31
530;Macro;Visa;Signature Black;693931;Pesos;6;7/7/2022;5,78341E+15;MODO;10/7/2022;Hamburgueserías;Tierra del Fuego;Catamarca;0;Femenino;539838;26
531;Santander;Visa;Corporate;711551;Pesos;1;8/3/2022;6,18579E+15;QR;12/3/2022;Pizzerías;Tierra del Fuego;Jujuy;0;Masculino;276629;31
532;Credicoop;Visa;Business;340998;Pesos;12;18/3/2022;5,62032E+15;Mercado Pago;25/3/2022;Casas de empanadas;Santa Cruz;Salta;0;Femenino;318235;28
533;Supervielle;Visa;Nacional;824042;Pesos;6;9/1/2022;6,6793E+15;Presencial;13/1/2022;Almacenes o Fiambrerías;Misiones;Neuquén;0;Femenino;842069;32
534;HSBC;Visa;Internacional;881739;Pesos;12;19/6/2022;4,45929E+15;Venta Teléfonica;25/6/2022;Dietéticas o Tiendas naturistas;Córdoba;Misiones;0;Masculino;539557;33
535;Itaú;Visa;Gold;977109;Pesos;1;10/3/2022;4,29769E+15;Débito Automático;12/3/2022;Verdulerías y Fruterías;Misiones;Córdoba;0;Masculino;178840;30
536;Columbia;Visa;Platinum;803863;Pesos;6;26/5/2022;6,48144E+15;E Commerce;30/5/2022;Carnicerías;Santa Cruz;Mendoza;0;Masculino;480346;34
537;BBVA;Visa;Signature Black;517504;Pesos;12;5/12/2022;6,44295E+15;MODO;11/12/2022;Granjas o Pollerías;Tierra del Fuego;Tierra del Fuego;0;Femenino;322867;28
538;Comafi;Visa;Corporate;758735;Pesos;6;22/1/2022;4,49923E+15;QR;26/1/2022;Kioskos;Mendoza;San Luis;0;Masculino;780041;26
539;Patagonia;Visa;Business;686242;Dólares;3;7/10/2022;4,36994E+15;Mercado Pago;10/10/2022;Agencias de Turismo;La Pampa;Santa Cruz;1;Femenino;547208;27
540;Hipotecario;Visa;Nacional;964477;Pesos;12;15/4/2022;4,20996E+15;Presencial;20/4/2022;Inmobiliarias;Mendoza;Entre Ríos;0;Femenino;182578;28
541;Galicia;Visa;Internacional;428150;Pesos;1;24/1/2022;6,77307E+15;Venta Teléfonica;28/1/2022;Estudios profesionales;Tierra del Fuego;Santa Cruz;0;Femenino;209216;26
542;Macro;Visa;Gold;683699;Pesos;6;19/11/2022;6,77955E+15;Débito Automático;24/11/2022;Estudios contables;Córdoba;Santiago del Estero;0;Masculino;876773;29
543;Santander;Visa;Platinum;794249;Pesos;1;8/1/2022;5,20602E+15;E Commerce;14/1/2022;Estudios jurídicos;Catamarca;San Juan;0;Femenino;705102;31
544;Credicoop;Visa;Signature Black;155524;Pesos;12;29/6/2022;6,63255E+15;MODO;30/6/2022;Empresas de servicios;Formosa;San Luis;0;Femenino;221949;30
545;Supervielle;Visa;Corporate;886767;Pesos;6;28/7/2022;4,60794E+15;QR;31/7/2022;Empresas de limpieza de edificios;CABA;Chaco;0;Masculino;272331;26
546;HSBC;Visa;Business;529934;Pesos;1;10/8/2022;6,5591E+15;Mercado Pago;16/8/2022;Empresas de fumigación / desinfección;La Pampa;Buenos Aires;0;Masculino;785068;27
547;Itaú;Visa;Nacional;51239;Pesos;12;20/6/2022;6,18704E+15;Presencial;21/6/2022;Empresas de limpieza de tanques;CABA;Mendoza;0;Masculino;393275;32
548;Columbia;Visa;Internacional;6940;Pesos;3;19/7/2022;4,68361E+15;Venta Teléfonica;26/7/2022;Empresas de mantenimiento y reparación de edificios;La Pampa;Buenos Aires;0;Femenino;323379;32
549;BBVA;Visa;Gold;752330;Pesos;1;27/5/2022;4,96115E+15;Débito Automático;2/6/2022;Empresas de construcción;San Luis;Formosa;0;Masculino;499797;26
550;Comafi;Visa;Platinum;675296;Dólares;12;17/7/2022;5,82007E+15;E Commerce;24/7/2022;Venta de indumentaria y accesorios;Santa Fe;Corrientes;1;Masculino;741027;32
551;Patagonia;Visa;Signature Black;725535;Pesos;1;20/3/2022;4,42558E+15;MODO;25/3/2022;Venta de calzado;Mendoza;San Luis;0;Masculino;194624;34
552;Hipotecario;Visa;Corporate;490124;Pesos;12;15/12/2022;5,95133E+15;QR;20/12/2022;Venta de artículos deportivos;Chaco;La Rioja;0;Masculino;822664;31
553;Galicia;Visa;Business;13077;Pesos;3;24/10/2022;6,6916E+15;Mercado Pago;26/10/2022;Showrooms;Formosa;San Luis;0;Masculino;614687;31
554;Macro;Visa;Nacional;641900;Pesos;6;10/7/2022;4,3972E+15;Presencial;16/7/2022;Ferreterías y Cerrajerías;San Luis;Mendoza;0;Masculino;827989;28
555;Santander;Visa;Internacional;737475;Pesos;1;15/11/2022;4,35107E+15;Venta Teléfonica;16/11/2022;Venta de relojería y joyería;San Juan;Buenos Aires;0;Masculino;740465;28
556;Credicoop;Visa;Gold;84488;Pesos;6;6/5/2022;4,14825E+15;Débito Automático;11/5/2022;Venta de artículos de perfumería y tocador;Chaco;La Rioja;0;Masculino;419335;32
557;Supervielle;Visa;Platinum;378150;Pesos;12;22/9/2022;6,3062E+15;E Commerce;27/9/2022;Ópticas y casas de artículos de fotografía;Catamarca;Formosa;0;Femenino;464159;28
558;HSBC;Visa;Signature Black;744564;Pesos;1;29/11/2022;4,68247E+15;MODO;6/12/2022;Ventas y servicio técnico de Celulares e Informática;La Rioja;La Rioja;0;Masculino;687135;32
559;Itaú;Visa;Corporate;453019;Pesos;12;12/10/2022;6,63184E+15;QR;19/10/2022;Local de venta de materialeles de construcción;Santa Fe;Chubut;0;Masculino;351049;26
560;Columbia;Visa;Business;63444;Pesos;12;15/11/2022;5,78317E+15;Mercado Pago;21/11/2022;Pinturerías;Chaco;La Pampa;0;Masculino;475130;26
561;BBVA;Visa;Nacional;375776;Dólares;6;20/5/2022;4,78649E+15;Presencial;24/5/2022;Local de venta de artículos para el hogar / Bazar;Tierra del Fuego;Buenos Aires;1;Femenino;733203;33
562;Comafi;Visa;Internacional;495654;Pesos;1;29/6/2022;4,7436E+15;Venta Teléfonica;3/7/2022;Regalerías;Chaco;San Luis;0;Femenino;422044;28
563;Patagonia;Visa;Gold;96244;Pesos;6;1/12/2022;6,36448E+15;Débito Automático;2/12/2022;Jugueterías;Catamarca;Formosa;0;Masculino;139708;31
564;Hipotecario;Visa;Platinum;106009;Pesos;3;10/4/2022;6,00335E+15;E Commerce;15/4/2022;Librerías;Chubut;Tierra del Fuego;0;Femenino;467028;28
565;Galicia;Visa;Signature Black;477664;Pesos;1;11/3/2022;4,89727E+15;MODO;14/3/2022;Local de venta de artículos de decoración y objetos de arte;San Juan;Córdoba;0;Masculino;731086;32
566;Macro;Visa;Corporate;75114;Pesos;3;3/12/2022;4,2313E+15;QR;8/12/2022;Mueblerías;Chubut;Catamarca;0;Masculino;638311;32
567;Santander;Visa;Business;671701;Pesos;3;2/9/2022;6,88441E+15;Mercado Pago;8/9/2022;Venta de equipamiento comercial y de servicios;La Rioja;Mendoza;0;Femenino;599149;27
568;Credicoop;Visa;Nacional;925255;Pesos;12;29/3/2022;5,01135E+15;Presencial;1/4/2022;Local de venta de electrodomésticos;Misiones;Santa Cruz;0;Femenino;316422;29
569;Supervielle;Visa;Internacional;312746;Pesos;12;14/6/2022;6,8203E+15;Venta Teléfonica;15/6/2022;Otros rubros;La Pampa;Corrientes;0;Masculino;742026;33
570;HSBC;Visa;Gold;300639;Pesos;12;5/2/2022;4,9461E+15;Débito Automático;10/2/2022;Peluquerías y barberías;Buenos Aires;La Pampa;0;Femenino;448481;32
571;Itaú;Visa;Platinum;572913;Pesos;6;4/4/2022;5,78582E+15;E Commerce;7/4/2022;Talleres mecánicos;San Juan;Entre Ríos;0;Femenino;382254;33
572;Columbia;Visa;Signature Black;487914;Dólares;1;22/2/2022;4,94524E+15;MODO;27/2/2022;Local de venta de repuestos para automotores;Mendoza;Buenos Aires;1;Masculino;728686;34
573;BBVA;Visa;Corporate;848652;Pesos;12;21/7/2022;4,38307E+15;QR;25/7/2022;Talleres textiles;Río Negro;Buenos Aires;0;Masculino;425401;33
574;Comafi;Visa;Business;996797;Pesos;12;12/1/2022;6,61501E+15;Mercado Pago;14/1/2022;Servicio técnico de celulares;Chubut;Neuquén;0;Femenino;274939;27
575;Patagonia;Visa;Nacional;606067;Pesos;1;22/7/2022;6,78014E+15;Presencial;28/7/2022;Servicio técnico de artículos del hogar;Santa Fe;La Rioja;0;Femenino;167969;30
576;Hipotecario;Visa;Internacional;564828;Pesos;3;29/9/2022;6,00848E+15;Venta Teléfonica;3/10/2022;Bicicleterías;San Luis;Salta;0;Femenino;202187;29
577;Galicia;Visa;Gold;920181;Pesos;3;3/4/2022;6,60706E+15;Débito Automático;8/4/2022;Local de perforación y tatuajes;Catamarca;Santa Fe;0;Femenino;566239;27
578;Macro;Visa;Platinum;77149;Pesos;12;27/3/2022;4,15877E+15;E Commerce;3/4/2022;Salones de estética;Santa Fe;Río Negro;0;Masculino;668301;31
579;Santander;Visa;Signature Black;465879;Pesos;12;2/1/2022;4,16728E+15;MODO;7/1/2022;Consultorios y Centros médicos;Chubut;Santiago del Estero;0;Masculino;854235;34
580;Credicoop;Visa;Corporate;871036;Pesos;6;11/2/2022;5,51516E+15;QR;12/2/2022;Gimnasios / Centros de entrenamiento;La Rioja;CABA;0;Femenino;231582;26
581;Supervielle;Visa;Business;13236;Pesos;12;29/3/2022;5,27954E+15;Mercado Pago;1/4/2022;Bares;Entre Ríos;Chaco;0;Femenino;201597;31
582;HSBC;Visa;Nacional;583440;Pesos;6;21/11/2022;5,25831E+15;Presencial;26/11/2022;Cervecerías artesanales;La Pampa;Neuquén;0;Masculino;585550;26
583;Itaú;Visa;Internacional;615991;Dólares;6;19/5/2022;5,3817E+15;Venta Teléfonica;20/5/2022;Casas de comidas;Tierra del Fuego;Tierra del Fuego;1;Masculino;407919;27
584;Columbia;Visa;Gold;473699;Pesos;12;15/9/2022;5,08891E+15;Débito Automático;22/9/2022;Rotiserías;Neuquén;Buenos Aires;0;Femenino;664464;34
